Robinhood Markets
Name,Number
Carnegie Mellon University,9
 University Of Waterloo,5
 Columbia University,5
 The Leland Stanford Junior University,4
 Georgia Institute Of Technology,2
 Rice University,2
 Santa Clara University,2
 The University Of Texas At Austin,2
 University Of Toronto,1
 Visveswaraiah Technological University,1
 Boston University,1
 Arizona State University,1
