Google
Name,Number
Carnegie Mellon University,625
University Of Southern California,405
Columbia University,259
New York University,179
Georgia Institute Of Technology,173
Cornell University,156
University Of California,132
Stanford University,141
University Of Waterloo,133
University Of Michigan,128
North Carolina State University,108
