Quadrant Resource
Name,Number
Jawaharlal Nehru Technological University,15
 Osmania University,10
 Anna University,5
 Andhra University,2
 Acharya Nagarjuna University,2
 Periyar University,2
 Sikkim Manipal University,2
 Visvesvaraya Technological University,2
 Northwestern Polytechnic University,2
 University Of Central Missouri,2
 Wilmington University,2
 Jawaharlal Nehru Technological University Kakinada,1
