Servicenow
Name,Number
San Jose State University,27
 San Diego State University,11
 Santa Clara University,8
 University Of Pune,7
 The University Of Texas At Dallas,7
 University Of Southern California,7
 Jawaharlal Nehru Technological University,6
 Osmania University,5
 University Of Madras,5
 Andhra University,4
 University Of Central Florida,4
 Acharya Nagarjuna University,3
