Mckinsey & Company United States
Name,Number
Harvard Business School,27
Columbia University,24
Massachusetts Institute Of Technology,23
Harvard University,17
Northwestern University,14
Carnegie Mellon University,13
University Of Pennsylvania,12
Yale University,12
University Of Chicago,11
University Of Michigan,10
Stanford University,9
The Wharton School,9
