Amazon Web Services
Name,Number
Northeastern University,58
 University Of Southern California,51
 Anna University,46
 Jawaharlal Nehru Technological University,34
 New York University,33
 San Jose State University,33
 The University Of Texas At Dallas,30
 North Carolina State University,29
 Southern Methodist University,26
 University Of Texas At Dallas,26
 George Mason University,24
 Illinois Institute Of Technology,24
