The Mathworks
Name,Number
The University Of Texas At Dallas,20
 Arizona State University,16
 Northeastern University,16
 University Of Southern California,12
 Worcester Polytechnic Institute,12
 Carnegie Mellon University,11
 The University Of Michigan,11
 Purdue University,9
 The University Of Florida,9
 The University Of Texas At Arlington,8
 North Carolina State University,6
 The Georgia Institute Of Technology,6
