Openlogix
Name,Number
Jawaharlal Nehru Technological University,7
Jawaharlal Nehru Technological University Hyderabad,3
Andhra University,2
Texas A,2
Cochin University Of Science And Technology,1
Biju Patnaik University Of Technology,1
Northern Illinois University,1
International Technological University,1
California State University,1
Visveswaraiah Technological University,1
