Larsen & Toubro Infotech
Name,Number
University Of Mumbai,75
 Anna University,73
 Jawaharlal Nehru Technological University,54
 University Of Pune,44
 University Of Madras,23
 Osmania University,22
 Andhra University,19
 Uttar Pradesh Technical University,17
 Biju Patnaik University Of Technology,16
 Visveswaraiah Technological University,10
 Bharathiar University,11
