Expedia
Name,Number
University Of Southern California,19
 Illinois Institute Of Technology,12
 University Of Texas At Dallas,12
 The University Of Texas At Dallas,10
 Arizona State University,9
 University Of Mumbai,8
 Carnegie Mellon University,8
 State University Of New York At Binghamton,8
 Indiana University,7
 University Of Illinois At Chicago,7
 The University Of Washington,6
 Andhra University,5
