Adaequare
Name,Number
Jawaharlal Nehru Technological University,6
 Jawahalal Nehru Technological University Anantapur,1
 Berhampur University,1
 Andhra University,1
 Visveswaraiah Technological University,1
 Vardhaman College Of Engineering,1
 University Of Calicut,1
 Sri Venkateswara University,1
 Osmania University,1
 Nagarjuna University,1
