Pricewaterhousecoopers
Name,Number
New York University,21
The University Of Texas At Dallas,12
The University Of Texas At Austin,10
University Of Southern California,9
Bentley University,8
Indiana University,8
Lehigh University,8
Northeastern University,8
University Of California,8
University Of Illinois,8
University Of Notre Dame,8
Case Western Reserve University,7
