Facebook
Name,Number
Carnegie Mellon University,175
University Of Southern California,119
Columbia University,93
University Of Waterloo,71
Georgia Institute Of Technology,64
Stanford University,64
Cornell University,57
New York University,55
University Of California,40
Northeastern University,47
University Of Pennsylvania,38
