Intel
Name,Number
Arizona State University,444
Portland State University,270
University Of Southern California,254
San Jose State University,143
The University Of Texas At Dallas,139
North Carolina State University,134
Purdue University,107
California State University,94
The University Of Florida,94
University Of Minnesota,90
Texas Am University,87
Texas A,66
