Oracle America
Name,Number
Carnegie Mellon University,98
 University Of Southern California,83
 Jawaharlal Nehru Technological University,60
 Cornell University,40
 Northeastern University,31
 University Of Pennsylvania,29
 San Jose State University,27
 Visveswaraiah Technological University,24
 Anna University,23
 University Of Madras,23
 University Of Pune,23
 Osmania University,22
