Capital One Services
Name,Number
Jawaharlal Nehru Technological University,16
 Anna University,15
 Osmania University,14
 University Of Cincinnati,13
 Columbia University,12
 Uttar Pradesh Technical University,10
 The George Washington University,10
 University Of Maryland,10
 University Of Minnesota,10
 Visveswaraiah Technological University,8
 The University Of Texas At Dallas,8
 University Of Madras,7
