Mphasis
Name,Number
University Of Southern California,301
 Carnegie Mellon University,274
 Arizona State University,170
 North Carolina State University,168
 Northeastern University,161
 University Of Waterloo,152
 University Of Washington,127
 Jawaharlal Nehru Technological University,126
 Georgia Institute Of Technology,114
 University Of Toronto,99
 Columbia University,99
 The University Of Texas At Dallas,93
