Prokarma
Name,Number
"Jawaharlal Nehru Technological University,India32",32
" Osmania University,India24",24
" Anna University,India15",15
 University Of Central Missouri12,12
" Uttar Pradesh Technical University,India11",11
" Andhra University,India10",10
" Kakatiya University,India7",7
 Northwestern Polytechnic University7,7
" Jawaharlal Nehru Technological University, Kakinada,India6",6
" University Of Madras,India6",6
" Visveswaraiah Technological University, Belgaum,India6",6
