Airbnb
Name,Number
Carnegie Mellon University,41
 University Of Southern California,20
 Columbia University,18
 New York University,11
 Massachusetts Institute Of Technology,10
 Cornell University,9
 Stanford University,9
 Georgia Institute Of Technology,8
 Duke University,7
 Harvard University,7
 Northwestern University,7
 Rice University,7
