Cerner
Name,Number
University Of Central Missouri23,23
 Northwest Missouri State University16,16
 University Of Missouri  Kansas City11,11
 Rochester Institute Of Technology10,10
 Texas Tech University10,10
 Syracuse University9,9
 University Of Missourikansas City9,9
 University Of Houston8,8
 University Of Texas At Arlington8,8
 Kansas State University7,7
 State University Of New York At Buffalo7,7
 University Of Texas At Dallas7,7
