Intuit
Name,Number
San Jose State University47,47
 Northeastern University23,23
 Rochester Institute Of Technology23,23
 University Of Southern California20,20
" Visveswaraiah Technological University, Belgaum,India16",16
 Carnegie Mellon University15,15
 San Diego State University14,14
 University Of Texas At Dallas11,11
 The University Of Texas At Dallas10,10
" University Of Mumbai,India8",8
" Anna University,India7",7
" University Of Madras,India7",7
