Lyft
Name,Number
Carnegie Mellon University23,23
 University Of Southern California13,13
 Columbia University12,12
" University Of Waterloo,Canada11",11
 University Of Michigan9,9
 University Of California Berkeley8,8
" University Of California, Berkeley8",8
 Duke University7,7
 Cornell University6,6
 Stanford University6,6
 Arizona State University5,5
 Harvard University5,5
