Pinterest
Name,Number
Carnegie Mellon University30,30
 Columbia University13,13
" University Of Waterloo,Canada11",11
 University Of Southern California8,8
 New York University6,6
 Stanford University6,6
" University Of California, Berkeley6",6
" University Of California, Los Angeles6",6
 University Of Illinois At Urbanachampaign5,5
 Duke University4,4
 Georgia Institute Of Technology4,4
 The University Of Florida4,4
