Microsoft
Name,Number
University Of Southern California301,301
 Carnegie Mellon University274,274
 Arizona State University170,170
 North Carolina State University168,168
 Northeastern University161,161
" University Of Waterloo,Canada152",152
 University Of Washington127,127
" Jawaharlal Nehru Technological University,India126",126
 Georgia Institute Of Technology114,114
" University Of Toronto,Canada99",99
 Columbia University99,99
 The University Of Texas At Dallas93,93
