Tech Mahindra (americas)
Name,Number
"Jawaharlal Nehru Technological University,India19",19
" University Of Madras,India12",12
" University Of Pune,India12",12
" Anna University,India11",11
" Uttar Pradesh Technical University,India10",10
" Osmania University,India9",9
" Biju Patnaik University Of Technology,India8",8
" Sri Venkateswara University,India7",7
" Andhra University,India6",6
" Indira Gandhi National Open University,India6",6
" Acharya Nagarjuna University,India5",5
